JobLink,JobTitle,AccountName,JobLocation,JobDescription,JobId,PostDate,titleScore,State,CompanyLink
https://www.indeed.com/rc/clk?jk=fe7594a552230746&fccid=3c74eafe288fc8ca,Product Manager- Market Data Management,Charles Schwab,"Austin, TX",Coordinate with vendor contract manager regarding issues affecting market data products  technology  roadmap  etc,fe7594a552230746,2017-03-09,80,TX,https://www.schwab.com/
https://www.indeed.com/rc/clk?jk=174ca6055e512237&fccid=aef928e89977f7f0,Business Intelligence / MDM Program Manager,Splunk,"San Francisco, CA",Program governance and communication  3  years project delivery experience managing large or complex Master Data Management  MDM  projects as a Program Manager,174ca6055e512237,2017-02-18,80,CA,https://www.splunk.com/
https://www.indeed.com/rc/clk?jk=bdd08e9894cb2038&fccid=0c39fb2c91742dcf,Operational Risk Analytics and Reporting Manager,Morgan Stanley,"Purchase, NY",Compilation of risk data across all business and control functions  Morgan Stanley Wealth Management Operational Risk Management is seeking a senior candidate,bdd08e9894cb2038,2017-03-12,80,NY,https://www.morganstanley.com/
https://www.indeed.com/rc/clk?jk=2a0f848cbbae6485&fccid=a22ce9e15eeb2459,"Sr. Manager, Data Governance","Daiichi Sankyo, Inc.","Troy Hills, NJ",The Senior Manager  Data Governance is responsible for data management  performance monitoring  Business Objects query design  database operations  and,2a0f848cbbae6485,2017-03-07,95,NJ,dsi.com/
https://www.indeed.com/rc/clk?jk=4867cbdc82ea3aed&fccid=051975aecd842c14,Manager Business Intelligence - Full Time,Memorial Healthcare System,"Hollywood, FL",Actively participates in MHS data governance initiatives  Creation of automated processes to normalize data from new data sources and load it into our EDW,4867cbdc82ea3aed,2017-02-24,80,FL,https://www.mhs.net/
https://www.indeed.com/rc/clk?jk=c12cd4a1e84784e5&fccid=e83f337650f342f0,"North American Business Intelligence Manager - Grand Rapids,...",Gordon Food Service,"Grand Rapids, MI",Master s Degree in Business Administration or Data Analytics is preferred  Evaluate  recommend and assist in the implementation of tactical and strategic based,c12cd4a1e84784e5,2017-03-04,80,MI,https://www.gfs.com/en
https://www.indeed.com/rc/clk?jk=8f93ecd056b6ca25&fccid=a7baa2e2b6ad039f,"IT Senior Manager, Enterprise Business Intelligence",Safeway Inc,"Phoenix, AZ",Data Governance Standards  co ordinate definition  manage storage and stewardship  Lead definition  communication and governance of the data modeling standards,8f93ecd056b6ca25,2017-03-03,80,AZ,www.safeway.com/
https://www.indeed.com/rc/clk?jk=7032333c389430f2&fccid=225e8490f1c5921b,Analytics Manager,Cisco Meraki,"San Francisco, CA",Help research and document data sources  Develop internal governance and procedures for managing project  Experience working  as a developer or project manager,7032333c389430f2,2017-03-10,80,CA,https://meraki.cisco.com/
https://www.indeed.com/rc/clk?jk=c3b48aee1c53572c&fccid=d46039b952140fd4,Manager Data Governance,Marsh & Mclennan Companies,"New York, NY",Manager Data Governance  Experience of implementing a data governance framework  Identifying data quality improvement opportunities and driving compliance with,c3b48aee1c53572c,2017-03-09,95,NY,www.mmc.com/
https://www.indeed.com/rc/clk?jk=4429f96aae83cfe3&fccid=d7928fa43ff1207c,Manager Reporting & Analytics,Healthplanone Llc,"Trumbull, CT",Engage with the director  financial planning   analysis and technology to develop a comprehensive data governance structure,4429f96aae83cfe3,2017-03-05,80,CT,www.healthplanone.com/
https://www.indeed.com/rc/clk?jk=6b40618f48fd016f&fccid=78bbcd26e39621f5,Senior Business Intelligence Leader - Analytics Manager 5,Wells Fargo,"West Des Moines, IA",Metadata  data quality  and data stewardship  Knowledge and understanding of data governance challenges and approaches,6b40618f48fd016f,2017-03-11,80,IA,https://www.wellsfargo.com/
https://www.indeed.com/rc/clk?jk=af94bddd34ddd9b6&fccid=620f01fafc54c193,REPORTING SOLUTIONS MANAGER - QUALITY - ENTERPRISE ANALYTICS,Unc Health Care,"Chapel Hill, NC",Reporting directly to the System Executive Director of Data Governance  the Reporting Solution Manager establishes  leads  and manages virtual teams of clinical,af94bddd34ddd9b6,2017-03-14,80,NC,www.unchealthcare.org/
https://www.indeed.com/rc/clk?jk=7926bdfd546526ac&fccid=503cbddf55bc6990,"IT Audit Manager: Data Governance (Bridgewater, NJ - Cary, N...",Metlife,"Bridgewater, NJ",Experience working in risk management and data governance a plus  Excellent analytical ability to understand business issues associated with data risk,7926bdfd546526ac,2017-03-09,95,NJ,https://www.metlife.com/
https://www.indeed.com/rc/clk?jk=80515f70fb20939f&fccid=a4a8e7f5a8208024,Mgr Data Governance,Bluecross Blueshield Of Wny,"Buffalo, NY",The formulation of data quality policies  data governance which aligns data  The data quality manager works with data analysts to ensure data requirements are,80515f70fb20939f,2017-03-03,80,NY,https://www.bcbswny.com/
https://www.indeed.com/rc/clk?jk=816e1bf1496f742d&fccid=b76eae6603beac70,"Chief Information Officer - Pensacola,FL",Ascension Information Services,"Pensacola, FL",Chief Information Officer  The Chief Information Officer formulates and oversees the organization s information systems planning  policies and practices in,816e1bf1496f742d,2017-03-03,85,FL,ascension.org/our-work/ascension-information-services
https://www.indeed.com/rc/clk?jk=248af3c41d45707e&fccid=942e6c76962fdd9b,Deputy Chief Information Officer (Director II),Johnson County Kansas,"Olathe, KS",The Department of Technology and Innovation for Johnson County Government has a new opportunity for a Deputy Chief Information Officer,248af3c41d45707e,2017-03-06,85,KS,https://www.jocogov.org/
https://www.indeed.com/rc/clk?jk=ca7a6b2df02641ee&fccid=2c6850e24c8a2811,Student Intern - Office of the Chief Data Officer,Federal Reserve Board Of Governors,"Washington, DC",Intern will be working in the Data Management Business Svc section of the Division of the Chief Operation Officer,ca7a6b2df02641ee,2017-03-05,100,DC,https://www.federalreserve.gov/
https://www.indeed.com/rc/clk?jk=8ccbf869955f5f24&fccid=cd3e4d572088ee6f,"VP Credit Risk, Data/Analytics",Svi Recruiting Group,"Darlington, SC",Analyzing Data or Information  Oversee policy change requests and policy change communication in conjunction with Chief Credit Officer,8ccbf869955f5f24,2017-03-07,90,SC,https://www.linkedin.com/in/svirecruiting
https://www.indeed.com/rc/clk?jk=891a9cdbfe75d6ea&fccid=03c0cea51149ed9f,Director of Data Governance,"Jacobson Staffing, Inc."," Louis, MO",Experience in or working with a Chief Data Officer or data governance office  Experience with data architecture  data warehouse  data modeling  master data,891a9cdbfe75d6ea,2017-03-09,95,MO,www.jacobsonstaffing.com/
https://www.indeed.com/rc/clk?jk=997daec9c729433b&fccid=11d04117721a6a55,"VP, Risk Reporting & Analytics",Cit Group,"Jacksonville, FL",Support Chief Risk Officer  Chief Credit Officer and other Senior Management through recurring analytics as well as ad hoc analysis  including deep dive reviews,997daec9c729433b,2017-03-12,90,FL,https://www.cit.com/
https://www.indeed.com/company/ATSER/jobs/Chief-Information-Officer-f1e635bf95bfb5a0?fccid=4c7a9db73315bcbe,Chief Information Officer (CIO),Atser,"Houston, TX",Chief Information Officer  CIO     Chief Information Officer    Solid understanding of data analysis  budgeting  and business operations      Easily apply,f1e635bf95bfb5a0,2017-03-04,85,TX,www.atser.com/
https://www.indeed.com/rc/clk?jk=98bc96618e3347ac&fccid=2d9eef72f69af116,Data Governance Director,Santander Bank,"Dorchester, MA",Data Governance Director   1702091 Description The Data Governance   Strategic Data Management Director reports to the Chief Data Officer and is responsible for,98bc96618e3347ac,2017-03-09,95,MA,https://www.santanderbank.com/
https://www.indeed.com/company/Agile-Premier/jobs/Chief-Information-Officer-Direct-Hire-84351b44b49882d9?fccid=a30b9c8676a0828e,"Chief Information Officer – DIRECT HIRE – Dallas, TX",Agile Premier,"Dallas, TX",Chief Information Officer     DIRECT HIRE     Dallas  TX   Our client is seeking a results oriented Chief Information Officer  CIO  to join their team at their     Easily apply,84351b44b49882d9,2017-03-08,85,TX,agilepremier.com/
https://www.indeed.com/rc/clk?jk=61c85953f8c2e541&fccid=dda6e6eeb880f521,Director of IT and Data Management,"Planned Parenthood Of Indiana And Kentucky, Inc.",,Chief Development Officer and CIO  Director of IT and Data Management  Lead the evolution of the agency application and data strategy as it relates to NextGen,61c85953f8c2e541,2017-03-10,85,,https://www.plannedparenthood.org/planned-parenthood-indiana-kentucky
https://www.indeed.com/rc/clk?jk=4a1d17e609f967c2&fccid=d3d3520998346837,CMO,Unitedhealth Group,"Tulsa, OK",Solid data analysis and interpretation skills  This position reports to the local C S plan President and has dotted line relationships to the C S Chief Medical,4a1d17e609f967c2,2017-03-09,85,OK,www.unitedhealthgroup.com/
"https://www.indeed.com/company/eTERA-Consulting,-LLC/jobs/Chief-Information-Officer-295220e835f750a6?fccid=86b5a80261849d33",Chief Information Officer (CIO),Etera Consulting,"Washington, DC",Technology  management and information services operations  with a focus on big data mining and or data analytics       Easily apply,295220e835f750a6,2017-02-18,85,DC,www.eteraconsulting.com/
