JobLink,JobTitle,AccountName,JobLocation,JobDescription,JobId,PostDate,titleScore,State,CompanyLink
https://www.indeed.com/rc/clk?jk=b9710f5d5103d8ab&fccid=b85c5070c3d3d8c8,"Sr. Manager, Data Analytics",Capital One,"Richmond, VA",At least 2 years of experience with data governance  Manager  Data Analytics  Senior Manager  Data Analytics,b9710f5d5103d8ab,2017-04-19,80,VA,https://www.capitalone.com/
https://www.indeed.com/rc/clk?jk=9d471de0a58cb5a5&fccid=3b98171e4a0fd997,"Chief Data Office - Program Manager, Vice President",Mufg,"Jersey City, NJ",Collaborate with data providers and data consumers to plan and prepare roadmap  The candidate will collaborate with business and technology partners in all data,9d471de0a58cb5a5,2017-04-07,100,NJ,https://www.mufgamericas.com/
https://www.indeed.com/rc/clk?jk=014842fe2554cf12&fccid=fc43a6016bfca238,Procurement Knowledge Center Manager (Data Management/Data G...,Uw Health,"Madison, WI",Strong work prioritization  system integration  system interdependencey knowledge  data analytics  and project management skills,014842fe2554cf12,2017-04-01,80,WI,www.uwhealth.org/
https://www.indeed.com/company/Information-Control-Corporation/jobs/Enterprise-Data-Governance-Architect-6f3fe7a0e0166c54?fccid=15ca380caed0373c,Enterprise Data Governance Architect,Information Control Corporation,"Columbus, OH",Define and coordinate the Enterprise Data Governance Council objectives and agenda chaired by the Chief Data Officer      Easily apply,6f3fe7a0e0166c54,2017-04-19,80,OH,https://icctechnology.com/
"https://www.indeed.com/company/Office-of-the-Chief-Financial-Officer-(OCFO),-Office-of-Finance-and-Treasury/jobs/Deputy-Chief-Information-Officer-1c1678bb449a49b6?fccid=d00fcce76643f23b",Deputy Chief Information Officer,"Office Of The Chief Financial Officer, Office Of C...","Washington, DC",Deputy Chief Information Officer   Office of the Chief Financial Officer  OCFO    The Office of the Chief Financial Officer is an EQUAL OPPORTUNITY EMPLOYER       Easily apply,the,2017-04-14,85,DC,https://cfo.dc.gov/
https://www.indeed.com/rc/clk?jk=5ebde88e0bd0f601&fccid=8765a4045377753a,"Director, Data Science and Information Technology Program (D...",Leidos,"Frederick, MD",The Director  Data Science and Information Technology reports to the LBRI Chief Science Officer  The Data Science and Information Technology Program  DSITP  is,5ebde88e0bd0f601,2017-04-13,80,MD,https://www.leidos.com/
https://www.indeed.com/rc/clk?jk=65f0f762c1c55609&fccid=38f3ddc15bfd3923,Chief Data Officer,Parallel Hr,"Murray, UT",Lead efforts to track data collections  databases  physical data models  and linkages between data sets  3 years    experience with data lake   big data solutions     Easily apply,65f0f762c1c55609,2017-04-04,100,UT,parallelhr.com/
https://www.indeed.com/rc/clk?jk=4b0eb5497a1b7a04&fccid=f9ab1cbc7b905a51,Chief Technology Officer / Chief Information Officer,Aims Community College,,Aims Community College is seeking a Chief Technology Officer   CTO     Chief Information Officer that will develop and implement a digital strategy that is both,4b0eb5497a1b7a04,2017-04-14,85,,www.aims.edu/
https://www.indeed.com/rc/clk?jk=7722b52a5c9dd991&fccid=571a96f310d20618,"Director, Data Science",Ehealth,"San Francisco, CA",Brief the company s Chief Data Officer on proposed updates to your data science venture roadmap  Ethical leadership when handling data,7722b52a5c9dd991,2017-04-13,80,CA,https://www.ehealthinsurance.com/
https://www.indeed.com/rc/clk?jk=ff01468a0a062954&fccid=e216e824a77e992b,Deputy Chief Information Officer,Renton Technical College,"Renton, WA",Assist Chief Information Officer in budget preparation  technology proposals  and monitoring of expenditures  Assist Chief Information Officer  with day to day,ff01468a0a062954,2017-04-15,85,WA,https://rtc.edu/
https://www.indeed.com/rc/clk?jk=2363323b72543992&fccid=9c874b53d20a7e1d,Chief Medical Officer - Remote/Telework (Nationwide Search),American Red Cross,,Candidates for the position of Chief Medical Officer for the American Red Cross will be selected from a diverse pool,2363323b72543992,2017-04-19,85,,www.redcross.org/
https://www.indeed.com/company/G2-Works-LLC/jobs/Director-15ed574b93bcc5c6?fccid=793443fcdf2d4b9e,"Director, Decision Support and Analytics",G2 Works Llc,"Decatur, IL",Collaborates and coordinates with the Chief Medical Officer and Chief Nursing Officer in all quality  safety and clinical improvement activities with a focus on     Easily apply,15ed574b93bcc5c6,2017-04-19,85,IL,g2works.com/
https://www.indeed.com/rc/clk?jk=2c2a3a19166e635f&fccid=c46d0116f6e69eae,CCB Risk - Risk Data Management - Vice President,Jpmorgan Chase,"Brooklyn, NY",Assist the CCB Risk Chief Data Officer in special projects as necessary  In addition  the candidate will be the overall business owner of the data management,2c2a3a19166e635f,2017-04-19,85,NY,https://www.jpmorganchase.com/
https://www.indeed.com/rc/clk?jk=42fa6af8383e375e&fccid=eeb4d7a9b77e24e5,"VP, Consumer Insights & Analytics",Total Wine & More,"Bethesda, MD",This position reports to the Chief Marketing Officer  Perform data analysis and data manipulation on large datasets using a variety of tools to transform data,42fa6af8383e375e,2017-04-14,90,MD,www.totalwine.com/
https://www.indeed.com/rc/clk?jk=52fcdbc578ba7ee9&fccid=5bcd1ef0a7f4fb99,Compliance Officer - AML Data Management VP,Citi,"Long Island City, NY",AML Data Management partners with Monitoring Risk Management  Compliance Technology  the Chief Data Office and other groups in order to drive strategy and to,52fcdbc578ba7ee9,2017-04-04,85,NY,https://www.citi.com/
